materia,grado,periodo,tema
Ciencias Sociales,9°,I,"Constituciones Políticas en Colombia (desde 1821 hasta 1991).
Procesos políticos en Colombia: Centralismo – Federalismo - Partidos Políticos - Periodo Radical – Regeneración – Hegemonía Conservadora – Revolución en Marcha – Frente Nacional. (CPAZ: Memoria histórica)
El liberalismo económico y el proteccionismo y su influencia en el proceso modernizador en Colombia.
Mecanismos de Participación ciudadana. (CPAZ: Participación política)
Instituciones que defienden y protegen los DDHH en Colombia. (CPAZ: Justicia y Derechos Humanos)
PERIODO II
Nombre del área: Ciencias Sociales | Grado: 9° | HS: 3H
Objetivos para el grado: 
Reconocen que viven en un mundo donde el respeto y la tolerancia deben ser los pilares fundamentales para una vida en paz, por lo tanto, explican la necesidad de rechazar todo discurso que legitime la violencia y cualquier acción que afecte el desarrollo de la condición humana.
Identifican las causas y consecuencias que han originado crisis económicas en Colombia y sus efectos en la calidad de vida de sus habitantes.
Estándares Básicos de Competencias (EBC):
Identifico el potencial de diversos legados sociales, políticos, económicos y culturales como fuentes de identidad, promotores del desarrollo y fuentes de cooperación y conflicto en Colombia.
Reconozco y analizo la interacción permanente entre el espacio geográfico y el ser humano y evalúo críticamente los avances y limitaciones de esta relación.
Analizo críticamente los elementos constituyentes de la democracia, los derechos de las personas y la identidad en Colombia.
COMPETENCIAS A DESARROLLAR
Pensamiento Social – Interpretación y Análisis de Perspectivas – Pensamiento Sistémico y Reflexivo
Componentes y desempeños
Relaciones con la historia y las culturas | Relaciones espaciales y ambientales | Relaciones ético - políticas
Identifico y comparo algunos de los procesos políticos que tuvieron lugar en el mundo en el siglo XIX y primera mitad del siglo XX (Primera y Segunda Guerra Mundial...).
Relaciono algunos de estos procesos políticos internacionales con los procesos colombianos en el siglo XIX y primera mitad del siglo XX.
Pregunta o situación problémica | DBA | Contenidos de Aprendizaje
Pregunta o situación problémica | DBA | Actitudinales | Conceptuales | Procedimentales
¿Es posible erradicar el odio, el resentimiento y la desigualdad en las sociedades o es acaso la naturaleza del ser humano generar estas situaciones?
¿Las crisis económicas en Colombia son producto de una falta de competitividad u obedecen a situaciones de índole político? | DBA 7
Evalúa cómo todo conflicto puede solucionarse mediante acuerdos en que las personas ponen de su parte para superar las diferencias.

DBA 6
Comprende el papel de las mujeres en los cambios sociales, políticos, económicos y culturales en el mundo y la igualdad de derechos que han adquirido en los últimos años.

DBA 3
Analiza las crisis económicas dadas en la Colombia contemporánea y sus repercusiones en la vida cotidiana de las personas. | Respeto diferentes posturas frente a los fenómenos sociales. (EBC)

Participo en discusiones y debates académicos. (EBC) | Analiza los conflictos entre grupos con el fin de proponer alternativas de solución. (DBA 7).

Identifica la participación de las mujeres en la historia de Colombia en el ámbito político, académico, cultural, industrial y financiero. (DBA 6).

Caracteriza formas de violencia contra las mujeres en el país y en el mundo (psicológica, sexual, económica, doméstica, laboral, mediática y física) y propone alternativas para cambiarlas. (DBA 6).

Caracteriza a través de estudios de caso algunas crisis económicas en Colombia (sustitución de importaciones, financiera e hipotecaria [UPAC], ruptura del pacto internacional del café, crisis internacional del petróleo). (DBA 3).

Establece algunas causas que han generado crisis económicas en Colombia, América Latina y el mundo, y sus efectos en la economía del hogar. (DBA 3). | Explica las consecuencias de aquellas acciones que pueden causar sufrimiento a otras personas. (DBA 7).

Plantea argumentos sobre los discursos que legitiman la violencia con el fin de rechazarlos como alternativa a la solución de los conflictos. (DBA 7).

Explica las contribuciones de las mujeres en la construcción de una sociedad justa y creadora de una cultura de paz. (DBA 6).

Propone acciones para que las diversas formas de identidad de género sean respetadas en el contexto del desarrollo de todas las potencialidades humanas. (DBA 6).

Explica las consecuencias sociales de las crisis económicas en la vida diaria de las personas (desempleo, impuestos, canasta familiar, poder adquisitivo). (DBA 3)

Plantea hipótesis de un futuro económico posible en que las personas vivan en mejores condiciones de vida. (DBA 3)
TEMAS
Revolución Rusa y China: Causas y consecuencias. 
Primera guerra mundial: causas y consecuencias.
Segunda guerra mundial: causas y consecuencias. 
Crisis económicas en Colombia y sus efectos. 
La evolución del papel de la mujer y las violencias de género a través del siglo XX y XXI . (CPAZ: Memoria histórica) 
Una mirada al papel de la mujer. Análisis de casos: Colombia y Segunda guerra mundial. (CPAZ: Memoria histórica) 
Formas de violencia contra la mujer: una mirada al siglo pasado y al actual."
Ciencias Sociales,9°,III,"Índice de Desarrollo Humano: Ciudades con mejor índice de desarrollo económico y  las que no lo poseen.
El papel de los gremios económicos en el desarrollo social y económico del país.
Regiones naturales y Geosistemas colombianos: su importancia y sus condiciones actuales. (CPAZ: Uso sostenible de los recursos naturales)
Comunidades étnicas y culturas colombianas y su forma de relacionarse con el medio ambiente. (CPAZ: Proyectos de impacto social)
Migraciones en Colombia: causas, consecuencias.
El impacto de las migraciones: en el sector rural, urbano y natural."
Ciencias Sociales,10°,I,"La violencia en Colombia: una mirada a partir de 1948 hasta la actualidad (causas, consecuencias, actores). (CPAZ: Memoria histórica – Participación política)
Conflicto y violencia: comprensión de los conflictos sociales y análisis del triángulo de la violencia de Johan Galtung. 
-  Teoría del conflicto
El triángulo de la violencia (según Johan Galtung).
Diálogos de Paz: ¿mitos y verdades? (CPAZ: Historia de los Acuerdos de Paz nacionales e internacionales)
Mecanismos de protección de los DDHH."
Ciencias Sociales,10°,II,"-   Teorías económicas
Modelos de desarrollo económico: liberalismo, socialismo, comunismo, capitalismo, neoliberalismo y globalización.
Incidencias del FMI, del Banco Mundial, de la OCDE en la formulación de políticas económicas, jurídicas, ambientales y educativas en un país como Colombia.
Diversos tipos de contaminación ambiental. Análisis de caso: el impacto de la minería legal e ilegal. (CPAZ: Protección de las riquezas naturales de la Nación)"
Ciencias Sociales,10°,III,"Consecuencias de la Segunda Guerra Mundial: La Guerra Fría: origen, características e impacto en el orden mundial.
Conflictos geopolíticos durante la Guerra Fría: Guerra de Corea, Guerra de Vietnam y Crisis de los Misiles.
El conflicto árabe-israelí y sus repercusiones en el escenario internacional. 
Genocidio, refugiados y desplazamiento forzado como consecuencias de los conflictos contemporáneos.
Dictaduras latinoamericanas, democracia y derechos humanos en los siglos XX y XXI.
Manifestaciones artísticas e ideológicas del siglo XX como expresión de los cambios políticos, sociales y culturales.  (CPAZ: Protección de las riquezas culturales de la Nación)

Análisis geoespacial del conflicto. (Guerra de Corea, Guerra de Vietnam). 
Conflicto Arabe-Israelí. 
Genocidio, Refugiados, Desplazamiento forzado.
Dictaduras latinoamericanas: causas y consecuencias.
Revolución Cubana: Crisis de los Misiles
Los nuevos conceptos de democracia del siglo XXI. 
Diversidad cultural y étnica en Colombia. Una gran riqueza social. (CPAZ: Protección de las riquezas culturales de la Nación)
Formas de discriminación social."
Ciencias Sociales,11°,I,"Guerra fría (Bloque Oriental-Bloque Occidental).
Guerra fría en Latinoamérica.
Historia de los Procesos de paz en Colombia, Plebiscito y Acuerdos de paz). (CPAZ: Historia de los Acuerdos de Paz nacionales e internacionales – Participación política)
Procesos de Paz Internacionales.
Mecanismos que defienden los derechos fundamentales en Colombia. (CPAZ: Resolución pacífica de conflictos – Justicia y Derechos Humanos)
Instituciones de Control del Estado."
Ciencias Sociales,11°,II,"Globalización (ventajas y desventajas).
-Neoliberalismo (ventajas y desventajas).
Tratados de integración económica y las implicaciones de los mismos para Colombia.
Transformación de los espacios por las políticas de la globalización. 
El impacto del desarrollo industrial y tecnológico en el mundo y en Colombia (sobre poblamiento urbano, abandono del campo y el derecho a una alimentación sana)."
Ciencias Sociales,11°,III,"Análisis geoespacial del conflicto. (Guerra de Corea, Guerra de Vietnam). 
Conflicto Arabe-Israelí. 
Genocidio, Refugiados, Desplazamiento forzado.
La ONU y su papel en pro del medio ambiente (Objetivos de desarrollo del milenio)
 Problemas y conflictos ambientales en Colombia
Instituciones y organizaciones ambientales que trabajan por el medio ambiente en Colombia. (CPAZ: Protección de la riqueza natural de la Nación – Proyecto de impacto social).
Diversidad cultural y étnica en Colombia. Una gran riqueza social. (CPAZ: Protección de las riquezas culturales de la Nación)
Formas de discriminación social."
"Educación Física, Recreación y Deporte",1°,I,"Esquemas y posturas corporales en espacios y tiempos determinados.
Juegos de coordinación espacio-temporal 
Acondicionamiento físico
Lateralidad y coordinación motriz
Natación
Introducción al estilo libre"
"Educación Física, Recreación y Deporte",1°,II,"Coordinación dinámica general 
coordinación óculo-manual y coordinación óculo-pédica
 equilibrio
Equilibrio estático y equilibrio dinámico
Natación
 Patada libre y patada de espalda"
"Educación Física, Recreación y Deporte",1°,III,"Cuidado de sí mismo 
Higiene corporal
Juegos  pre-deportivos en conjunto 
Juegos tradicionales y reglas.
Agilidad y equilibrio
Natación
Brazada de libre y brazada de espalda"
"Educación Física, Recreación y Deporte",2°,I,"-Ubicación corporal temporo-espacial
Iniciación al atletismo
-Hábitos de higiene
-Hábitos saludable
Natación
Introducción al estilo espalda"
"Educación Física, Recreación y Deporte",2°,II,"Gimnasia
Gimnasia  básica
Acondicionamiento físico.
Natación: 
Iniciación estilo espalda
Patada de espalda"
"Educación Física, Recreación y Deporte",2°,III,"Capacidades Físicas Básicas 
 Velocidad y Resistencia aeróbica
Natación:
Pruebas de estilo libre y estilo espalda"
"Educación Física, Recreación y Deporte",3°,I,"Capacidades Físicas Básicas y cuidado personal


Nutrición e hidratación.
Natación: 
Patada estilo espalda"
"Educación Física, Recreación y Deporte",3°,II,"-habilidades físicas básicas:
Juegos Pre-deportivos
Natación: 
Brazada Estilo Espalda"
"Educación Física, Recreación y Deporte",3°,III,"-Cambios fisiológicos y actividad física
habilidades perceptivo-motrices
Natación: 
Coordinación brazada-patada estilo espalda"
"Educación Física, Recreación y Deporte",4°,I,"-Juegos y ejercicios de habilidades físicas básicas
-Juegos pre-deportivos
Natación:
-Cualidades físicas aplicadas a la natación"
"Educación Física, Recreación y Deporte",4°,II,"-Gimnasia básica
Tensión-relajación
iniciación a la actividad física
-Calentamiento
-Natación: 
Estilo libre( respiración),estilo espalda y apnea."
"Educación Física, Recreación y Deporte",4°,III,"-Circuitos deportivos
-Natación: 
Inicio en el estilo pecho
Coordinación Estilo Pecho"
"Educación Física, Recreación y Deporte",5°,I,"-Iniciación en el fútbol
Actividad Física aeróbica.
Natación: 
Estilo Libre-salida y viraje."
"Educación Física, Recreación y Deporte",5°,II,"Iniciación al voleibol 
Acondicionamiento físico
Natación: 
Estilo Espalda-salida y vuelta."
"Educación Física, Recreación y Deporte",5°,III,"Iniciación al basquetbol
-Capacidades físicas y salud.
Natación:
Estilo Pecho: patada y brazada."
"Educación Física, Recreación y Deporte",6°,I,"- Juegos acuáticos
- Técnica de libre, espalda
Técnicas del fútbol
-Capacidades coordinativas"
"Educación Física, Recreación y Deporte",6°,II,"Técnicas del voleibol
Capacidades físicas complementarias.
Natación:
Estilo Pecho"
"Educación Física, Recreación y Deporte",6°,III,"Técnicas del baloncesto
Fuerza y Resistencia
Natación:
Pruebas combinadas y de relevos"
"Educación Física, Recreación y Deporte",7°,I,"-Test de Capacidades Físicas Básicas: 
Fuerza y resistencia 
Fundamentos básicos del voleibol: 
Saque bajo 
 Antebrazo y recepción 
Voleo
-Natación: 
Estilo libre, Espalda y salidas."
"Educación Física, Recreación y Deporte",7°,II,"-Natación:
Virajes
Patada de espalda y pecho, viraje
-Acondicionamiento físico y coordinación.
-Fundamentos Básicos del fútbol:
Pase
Control 
Regate y remate"
"Educación Física, Recreación y Deporte",7°,III,"Baloncesto:
Fundamentos técnicos
Dribling, pases y movimientos defensivos
 -Natación:
Deportes acuáticos
Fundamentos básicos Balonmano
El agarre
Recepción 
Pase
Lanzamiento o remate
El bote
La finta"
"Educación Física, Recreación y Deporte",8°,I,"Test de capacidades Físicas:
Resistencia- fuerza
Natación: 
(libre o crol)
Voleibol 
Saque, recepción, voleo 
Juego colectivo y reglamento"
"Educación Física, Recreación y Deporte",8°,II,"- Natación 
Estilo espalda y pecho con viraje 
Capacidades fisicas 
Resistencia, fuerza, flexibilidad y velocidad
Baloncesto
Pases, driblig, lanzamiento. 
Juego colectivo"
